text,label,category,tr_xlm_roberta,vader,org_lang
"Thus, when the sisters in the evening, arm in the arm, rose high through the sea, then the little sister stood alone alone and looked after them, and it was as if she was crying, but the mermaid has no tears, and then she suffers much more.",2.666666666666667,fairytales,-0.4137137532234192,-0.9056,dk
"""Alas, I was 15 years old though!""",3.333333333333333,fairytales,0.0,0.0,dk
"She said, ""I know I will be right to love the world that above and the people who build and live up there!""",5.0,fairytales,0.769383430480957,0.4199,dk
"Finally, she was then the 15 years.",5.333333333333333,fairytales,0.5344073176383972,0.0,dk
"""Look now we've got you out of hand,"" said her grandmother, the old widowed queen.",5.0,fairytales,-0.6327204704284668,0.0,dk
"""Come on, let me decorate you, like your other sisters!""",5.333333333333333,fairytales,0.42722851037979126,0.4199,dk
"And she put her a wreath of white lilies on her hair, but every leaf in the flower was half of a gem;And the old one had 8 large oysters squeezed by the princess's tail, to show her high stand.",6.0,fairytales,0.0,0.0,dk
"""It hurts so much!""",2.666666666666667,fairytales,-0.9048194289207458,-0.5255,dk
said the little mermaid.,5.0,fairytales,0.0,0.0,dk
"""Yes you have to like something for the city!""",4.666666666666667,fairytales,-0.7627090215682983,-0.5848,dk
said the old one.,5.0,fairytales,0.0,0.0,dk
"She would have liked to shake all this splendor and put the heavy wreath;Her red flowers in the garden dressed her much better, but she didn't dare to do it now.",4.0,fairytales,0.39385583996772766,0.7612,dk
"""Goodbye"" she said, rising as easily and clearly as a bubble up through the water.",5.666666666666667,fairytales,0.48520857095718384,0.6249,dk
"The sun had just gone down as she lifted her head up over the sea, but all the clouds were still shining like roses and gold, and in the middle of the pale red air beamed the evening star so clearly and lovely, the air was mild and fresh and the ocean quiet.",7.0,fairytales,0.47385624051094055,0.9541,dk
"There was a large ship with three masts, a single sail was only up, for not a wind moved and around the rope and on the bars sat sailors.",5.333333333333333,fairytales,0.0,0.0,dk
"There was music and singing, and everything like the evening was darker, a hundred variegated flashlights were lit;They looked as if the flags of all nations were waving in the air.",5.666666666666667,fairytales,0.4915767014026642,0.0,dk
"The Little Mermaid swam straight to the cabin window, and every time the water lifted her up, she could look in of the mirror -clear windows where so many decorated people stood, but the most beautiful was the young prince with the big black eyes, he was not much over 16 years old, it was his birthday, and so all this city happened.",6.333333333333333,fairytales,0.0,0.8363,dk
"The sailors danced on the deck, and as the young prince stepped out, over a hundred rockets rose up into the air, they shone like the clear day, so the little mermaid was quite frightened and appeared under the water, but she soon stuck her head back up, and then it was like all the stars of the sky fell to her.",6.666666666666667,fairytales,0.0,0.7582,dk
Never had she seen such fire.,6.666666666666667,fairytales,0.8413501977920532,-0.34,dk
"Big sole spun around, magnificent firefish swung in the blue air, and everything shone back from the clear, quiet lake.",7.0,fairytales,0.699953019618988,0.891,dk
"On the ship itself was so bright that you could see every little rope, the people.",5.0,fairytales,0.5236594676971436,0.5777,dk
"Oh where the young prince was beautiful, and he pressed the people in his hand, laughed and smiled while the music sounded in the lovely night.",7.666666666666667,fairytales,0.8545626997947693,0.9201,dk
"It became herring, but the little mermaid could not turn his eyes away from the ship and from the lovely prince.",6.666666666666667,fairytales,0.0,0.7351,dk
"The variegated lamps were turned off, the rockets no longer rose, nor did none more cannon shots, but deep down the sea buzzing and humming what she was sitting in the water and rocking up and down so that she could look into the cabin;But the ship took stronger speed, one sail spread out after another, now the waves went stronger, big clouds pulled up, it was lightning far away.",3.666666666666667,fairytales,0.0,0.9052,dk
"Oh, that would be a terrible weather!",2.666666666666667,fairytales,-0.9360295534133911,-0.5255,dk
"Therefore, the sailors took the sails in.",5.0,fairytales,0.0,0.0,dk
"The large ship rocked in flying speed on the wild lake, the water rose, just like large black mountains that would overturn over the mast, but the ship dive, like a swan, down between the high waves and again lifted up the towering waters.",3.666666666666667,fairytales,0.43059954047203064,0.8442,dk
"It seemed the little mermaid just was a funny speed, but the sailors did not seem, the ship was cracking and cracking, the thick planks abounded by the strong shocks the lake made against the ship, the mast cracked in the middle, just as it was a tube, and the ship was wandering on the side as the water penetrated into the room.",3.333333333333333,fairytales,-0.47075048089027405,0.3716,dk
"Now the Little Mermaid saw that they were in danger, she had to pay attention to beams and bits of the ship drifting on the water.",3.333333333333333,fairytales,-0.6751976609230042,-0.5267,dk
"One moment it was so bolding dark that she couldn't see the least, but when it was lightening, it became so clear again that she knew them all on the ship;Each tumbled the best he could;She was especially looking for the young prince, and she saw him when the ship parted, sinking into the deep lake.",2.333333333333333,fairytales,0.0,0.9072,dk
"Immediately she was quite happy, because now he came down to her, but then she remembered that humans cannot live in the water and that he could not, without death, come down to her father's castle.",2.666666666666667,fairytales,0.0,-0.3847,dk
"No die, he didn't have to;Therefore, she swam between beams and planks drifting on the lake, forgot clean that they could have crushed her, she dives deeply underwater and rose again high between the waves, and eventually came to the young prince, who could hardly swim anymore in the storming lake, his arms and legs began to become matte, the beautiful eyes closed,",3.666666666666667,fairytales,-0.4793371856212616,-0.9104,dk
"She held his head up over the water, and then let the waves drive her with him wherever they wanted.",5.0,fairytales,0.0,0.0,dk
"In the morning, the evil weather was over;Of the ship was not a shavk to see, the sun rose so red and shiny from the water, it was as if the prince's cheeks got life thereby, but the eyes remained closed;The mermaid kissed his tall beautiful brow and stroked his wet hair back;She thought he looked like the marble support down in her little garden, she kissed him again, and wanted him to live.",6.333333333333333,fairytales,0.0,0.8945,dk
"Now she saw in front of her the solid land, tall blue mountains, on whose top the white snow shone, which was the swans that lay;Down by the coast were lovely green forests, and in front was a church or a monastery, she didn't know it right, but a building was.",5.666666666666667,fairytales,0.0,0.4019,dk
"Lemon and orange trees grew in the garden, and in front of the gate stood tall palm trees.",5.0,fairytales,0.0,0.0,dk
"The lake here made a small bay that was quiet but very deep, right to the rock where the white fine sand was flushed up, here she swam with the beautiful prince, put him in the sand, but especially made sure that the head was high in the warm sunshine.",6.333333333333333,fairytales,0.4699345529079437,0.9478,dk
Now the bells rang in the large white building and many young girls came through the garden.,5.0,fairytales,0.0,0.0,dk
"As the Little Mermaid swam further out behind some tall stones, which rose out of the water, laid siblings on her hair and her chest so that no one could see her little face, and then she looked after who came to the poor prince.",4.666666666666667,fairytales,0.0,-0.6786,dk
"It wasn't long before a young girl got there, she seemed to be quite frightened, but only for a moment, then she picked up more people, and the mermaid saw that the prince got life and that he smiled at all of them around, but out to her he did not smiled, he did not know that she had saved him, she felt so sad, and when he was led into the big building, she divered into the water and diving into the water and diving into the water, and in the water, she was sorting into the great building.searched home to his father's castle.",3.333333333333333,fairytales,-0.3982267677783966,0.0648,dk
"She had always been quiet and thoughtful, but now she became much more.",3.666666666666667,fairytales,0.0,0.2023,dk
"The sisters asked her what she had seen it the first time up there, but she didn't tell anything.",4.666666666666667,fairytales,0.0,0.0,dk
Many evening and morning she got up where she had left the prince.,4.666666666666667,fairytales,0.0,0.0,dk
"She saw where the fruits of the garden mature and were picked, she saw where the snow melted on the high mountains, but the prince she did not see, and so she always returned even more sadly.",3.0,fairytales,-0.43531572818756104,-0.6946,dk
"There it was her only comfort to sit in her small garden and toss her arms around the beautiful marble support that looked like the prince, but her flowers did not fit, they grew, as in a wilderness, beyond the hallways and braided their long stems and leaves into the branches of the trees, so it was quite obscure.",3.666666666666667,fairytales,0.0,0.4939,dk
"In the end, she could no longer hold it out, but said it to one of her sisters, and then immediately all the others were told, but none more than they and a few other mermaids who did not say it without their closest friends.",4.0,fairytales,0.0,0.5499,dk
"One of them knew the message who the prince was, she had also seen the city of the ship, knew where he was and where his kingdom was.",5.0,fairytales,0.0,0.0,dk
"""Come Little Sister!""",5.0,fairytales,0.7604069709777832,0.0,dk
"said the other princesses, and with their arms around each other's shoulders, they rose in a long line of the sea in front of where they knew the Prince's Castle lay.",5.0,fairytales,0.0,0.0,dk
"This was erected by a pale yellow glistening stone, with large marble stairs, one went straight into the sea.",5.666666666666667,fairytales,0.0,0.7184,dk
"Formal gilded domes rose above the roof, and between the pillars walking around the whole building stood marble images that looked like alive.",6.666666666666667,fairytales,0.5641132593154907,0.7579,dk
"Through the clear glass in the tall windows, one looked into the most beautiful halls where costly silk curtains and blankets were hung, and all the walls decorated with large paintings that it was a pleasure to look at.",7.0,fairytales,0.748515784740448,0.8856,dk
"In the middle of the largest hall splashing a large fountain, the rays stood high up against the glass dumple in the ceiling, through which the sun was shining on the water and on the lovely plants that grew in the large basin.",7.0,fairytales,0.45960015058517456,0.5859,dk
"Now she knew where he lived, and there she came many night and night on the water;She swam much closer to land than any of the others had dared, yes she went all the way up into the narrow canal, under the magnificent marblean that threw a long shade across the water.",5.666666666666667,fairytales,0.4336615204811096,0.765,dk
Here she sat watching the young prince who thought he was quite one in the clear moonlight.,5.0,fairytales,-0.4602905213832855,0.1548,dk
"She saw him many evening sailing with music in her magnificent boat, where the flags waved;She looked forward between the green reeds, taking the wind in her long silver -white veil and someone saw it, they thought it was a swan who lifted the wings.",6.333333333333333,fairytales,0.41814517974853516,0.5994,dk
"She heard many night when the fishermen were lying on the lake, that they told so much about the young prince, and it pleased her that she had saved his life when he half -dead drifted on the waves, and she thought about how firmly his head had rested on her chest, and how heartfelt she kissed him;He knew nothing at all, couldn't even dream of her.",5.666666666666667,fairytales,0.0,0.7622,dk
"More and more she came to love the people, more and more she wanted to be able to rise between them;Their world thought she was far greater than hers;After all, they could fly across the sea on ships, rise on the high mountains high above the clouds, and the countries they owned, stretched, with forests and fields, longer than she could see.",6.0,fairytales,0.4389137029647827,0.3612,dk
"There was so much she wondered, but the sisters did not know to answer everything, which is why she asked the old grandmother and she knew well about the taller world, which she very really called the countries above the sea.",5.0,fairytales,0.0,0.3919,dk
"""When people don't drown,"" asked the Little Mermaid, ""can they always live, do they not die as we down here at sea?""",5.0,fairytales,-0.5242398977279663,0.2584,dk
"""Yes!""",5.666666666666667,fairytales,0.0,0.0,dk
"said the old one, ""they must also die, and their lifetime is even shorter than ours.",4.0,fairytales,-0.6784728765487671,-0.5994,dk
"We can be three hundred years, but when we end up being here, we only become foam on the water, do not even have a grave down here between our loved ones.",4.0,fairytales,-0.5660621523857117,0.8452,dk
"We have no immortal soul, we never get life anymore, we are like the green reed, it is once cut over, it cannot be green again!",3.0,fairytales,-0.8633514642715454,0.126,dk
"Humans, on the other hand, have a soul who always lives, lives after the body has become earth;It rises through the clear air up to all the shiny stars!",6.666666666666667,fairytales,0.5712860226631165,0.7263,dk
"Like we dive out of the sea and see the lands of men, so they dive up to unknown lovely places, the ones we never see. """,6.0,fairytales,0.4531923830509186,0.5859,dk
"""Why did we get no immortal soul?""",4.333333333333333,fairytales,-0.8381872177124023,0.25,dk
"said the little mermaid griefed, ""I would give all my three hundred years I have to live in, just one day to be a human and then take part in the heavenly world!""",3.666666666666667,fairytales,-0.3910086154937744,0.6086,dk
"""Don't go and think about that!""",4.333333333333333,fairytales,0.0,0.0,dk
"said the old one, ""We are very happier and better than the people up there!""",6.666666666666667,fairytales,0.7981967329978943,0.7644,dk
"""So I have to die and float like foam on the lake, not hear the music of the waves, see the lovely flowers and the red sun!",3.333333333333333,fairytales,0.0,0.3429,dk
"I can do nothing at all to win an eternal soul! """,4.0,fairytales,0.0,0.6239,dk
"- ""No!""",4.0,fairytales,0.0,0.0,dk
"said the old one, ""Only when a human being got you so dear that you were more to him than Father and Mother; when he hung with you with all his thought and love, and let the priest put his right hand in your promise of allegiance here and for all eternity, then his soul flowed into your body and you also got part in the happiness of man.",5.333333333333333,fairytales,0.0,0.9588,dk
He gave you soul and kept his own.,6.0,fairytales,0.0,0.0,dk
But it can never happen!,3.333333333333333,fairytales,-0.7548401951789856,0.0,dk
"What is just nice here in the sea, your fishing tail, they find hideous up there on the ground, they do not understand better now, you have to have two clumsy supporters, which they call legs, to be beautiful! """,4.666666666666667,fairytales,0.3573833107948303,0.8622,dk
Then the Little Mermaid sighed and then sadly on his fishing tail.,3.0,fairytales,-0.8015430569648743,-0.4215,dk
"""Let's be pleased,"" said the old one, ""jump and jump we will in the three hundred years we have to live in, that's a good time enough, since you can enjoy their grave.",7.0,fairytales,0.51552414894104,0.2006,dk
"Tonight we need Hofbal! """,6.333333333333333,fairytales,0.5754730105400085,0.0,dk
It was also a splendor that you never see it on Earth.,7.0,fairytales,0.5779896974563599,0.7783,dk
Walls and ceiling in the large dance hall were of thick but clear glass.,5.333333333333333,fairytales,0.0,0.5267,dk
"Hundreds of colossal mussel shells, rosy and grass green, stood in rows on each side with a blue burning fire, which illuminated the whole hall and shone through the walls, so that the lake outside was quite illuminated;You could see all the countless fish, large and small, which swam towards the glass wall, on some shining the scales purple, on others they seemed silver and gold.",7.333333333333333,fairytales,0.0,-0.34,dk
"In the middle of the hall, a wide running stream flowed, and on this danced mermaids and mermaids to their own lovely song.",7.0,fairytales,0.48274168372154236,0.5859,dk
So beautiful voices do not have the people on earth.,7.666666666666667,fairytales,-0.740044891834259,-0.4847,dk
"The Little Mermaid sang most beautifully of them all, and they clapped in her hands for her, and for a moment she felt joy in her heart, for she knew she had the most beautiful voice of everyone on earth and in the sea!",8.0,fairytales,0.7637548446655273,0.9257,dk
"But soon she came to think of the world above her again;She could not forget the beautiful prince and her grief of not owning, like him, an immortal soul.",4.0,fairytales,0.4320908486843109,-0.8024,dk
"That's why she sneaked out of her father's castle, and while everything was singing and merree, she sat sadly in her little garden.",3.0,fairytales,0.0,0.0258,dk
"Then she heard Valdhorn blade down through the water, and she thought, ""Now he sails up there, him as I love more than Father and Mother, him as my thought hangs on and in whose hand I would put the happiness of my life.",5.333333333333333,fairytales,0.5294620394706726,0.9001,dk
Everything I will venture to win him and an immortal soul!,5.666666666666667,fairytales,0.7628288865089417,0.7263,dk
"While my sisters are dancing in there in my father's castle, I will go to the sea witch, her I have always been so anxious for, but she may advise and help! ”",5.0,fairytales,0.0,-0.3945,dk
Now the Little Mermaid went out of his garden towards the rushing malfunctions behind which the witch was living.,4.333333333333333,fairytales,0.0,-0.3612,dk
"She had never gone that way before, no flowers grew, no seagrass, only the naked gray sandy bottom stretched towards the Malstrams, where the water, such as rushing mill wheels, swirled around and tore everything they grabbed, with them down into the deep;In the middle of these crushing swirls she had to walk, to enter the district of the sea witch, and here was a long way no other way than over warm bubbling quarries, it called the witch's peat bog.",3.666666666666667,fairytales,0.0,-0.7964,dk
Behind was her house in the middle of a strange forest.,4.333333333333333,fairytales,0.0,-0.2023,dk
"All trees and shrubs were polyps, half animal and half plant, they looked like hundred -headed snakes that grew out of the ground;All the branches were long slimy arms, with fingers like supple worms, and LED for joints they moved from the root to the outermost point.",3.333333333333333,fairytales,0.0,0.6908,dk
"Everything they could grab in the sea, they twisted and never let go of.",4.0,fairytales,0.0,0.0,dk
"The Little Mermaid was quite frightened standing there outside;Her heart knocked with anxiety, she had turned around, but then she thought of the prince and of the soul of man, and then she got courage.",4.0,fairytales,-0.8117347955703735,0.1787,dk
"She tied her long fluttering hair on her head so that the polyps should not grab her in it, both hands she put together over her chest, and then flew off as the fish can fly through the water, in between the hideous polyps that stretched their supple arms and fingers after her.",4.0,fairytales,0.0,0.0,dk
"She saw where each of them had something it had grabbed, a hundred small arms held it, like strong iron bands.",5.0,fairytales,0.0,0.7003,dk
"People who had perished on the lake and sunk deep down there, like white leg rades in the arms of the polyps.",3.666666666666667,fairytales,-0.7821809649467468,0.3612,dk
"Ship rudder and chests they held on, skeletons of land animals and a little mermaid, which they had caught and strangled, it was almost the horrific.",2.666666666666667,fairytales,-0.8149470090866089,-0.8036,dk
"Now she came to a large slimy place in the woods, where large, fat water snacks romped and showed their ugly white yellow bug.",3.0,fairytales,-0.6145035028457642,-0.5106,dk
"In the middle of the square, a house of stranded people's white legs had been erected, sitting the sea witch and letting a scrub toad eat from his mouth, just as the people let a small canary eat sugar.",3.666666666666667,fairytales,0.0,-0.3612,dk
"The hideous fat water snakes she called her little chickens and let them overturn on her large, spongy breast.",3.333333333333333,fairytales,-0.598858118057251,0.0,dk
"""I probably know what you want!""",4.666666666666667,fairytales,0.4750220477581024,0.4926,dk
"said the sea witch, “It's stupid done by you!",3.666666666666667,fairytales,-0.9238721132278442,-0.3382,dk
"Still, you need to get your will, because it will bring you into misfortune, my lovely princess.",3.666666666666667,fairytales,0.3653402626514435,0.5859,dk
"You want to get rid of your fishing tail and instead of having two pieces to walk on just like humans, for the young prince to be abandoned in you and you can get him and an immortal soul! """,5.0,fairytales,0.4040219187736511,0.8516,dk
"At the same time, the witch laughed so loudly and terribly that the scrub thout and snogs fell on the ground and overturned there.",3.0,fairytales,0.35936254262924194,0.128,dk
"""You just come in time,"" the witch said, ""Tomorrow, when sun rises, I couldn't help you until again a year was over again.",6.0,fairytales,0.0,-0.5801,dk
"I have to make you a drink, with it, before the sun rises, swim to the land, put you on the shore there and drink it, then your tail is separated and sneezing in to what humans call lovely legs, but it hurts, it is like the sharp sword went through you.",3.0,fairytales,0.0,0.0258,dk
Everyone who sees you will say you are the nicest human child they have seen!,6.666666666666667,fairytales,0.8833225965499878,0.6689,dk
"You keep your floating gait, no dancer can hover like you, but every step you do is as if you were stepping on a sharp knife so your blood must flow.",3.666666666666667,fairytales,0.0,0.5267,dk
"Would you like all this, then I need to help you? ”",4.0,fairytales,0.0,-0.128,dk
"""Yes!""",6.0,fairytales,0.0,0.0,dk
"said the little mermaid with trembling voice, thinking of the prince and of winning an immortal soul.",5.333333333333333,fairytales,0.5367230176925659,0.3744,dk
"""But keep in mind,"" said the witch, ""Once you've got a human figure, you can never become a mermaid again!",4.666666666666667,fairytales,-0.6621076464653015,-0.4199,dk
"You can never descend through the water to your sisters and to your father's castle, and if you do not win the prince's love, so he forgets to you Father and Mother, hangs with you with his whole thought and lets the priest put your hands in each other so that you become husband and wife, you will get no immortal soul!",3.333333333333333,fairytales,0.0,0.1729,dk
"The first morning after he is married to someone else, then your heart must burst and you become foam on the water. """,2.666666666666667,fairytales,-0.6582037210464478,0.0,dk
"""I will!""",6.0,fairytales,0.4643588960170746,0.1511,dk
"said the little mermaid and was pale, like a death.",3.333333333333333,fairytales,0.0,-0.5994,dk
"""But me you have to pay too!""",4.666666666666667,fairytales,0.0,-0.2244,dk
"said the witch, ""and it's not a little what I demand.",4.333333333333333,fairytales,0.0,-0.3612,dk
"You have the most beautiful voice of all down here on the bottom of the sea, with it you probably think to enchant him, but that voice you have to give me.",3.333333333333333,fairytales,0.7488355040550232,0.3811,dk
The best you own I want for my costly drink!,4.666666666666667,fairytales,0.6877188086509705,0.8588,dk
"After all, I must give you my own blood that the drink can become sharp, like a two -edged sword! """,4.333333333333333,fairytales,0.4394712448120117,0.4199,dk
"""But when you take my voice,"" said the Little Mermaid, ""What do I keep back then?""",5.0,fairytales,0.0,0.0,dk
"""Your lovely figure,"" said the witch, ""Your hovering walk and your talking eyes, with them you can probably pray a human heart.",6.0,fairytales,0.7551567554473877,0.7269,dk
"Well, have you lost the courage!",4.666666666666667,fairytales,-0.9060760736465454,0.5093,dk
"Reach your little tongue and I cut it off, in payment and you have to get the powerful drink! """,3.666666666666667,fairytales,0.0,0.3595,dk
"""That's happening!""",5.333333333333333,fairytales,0.6112610697746277,0.0,dk
"said The Little Mermaid, and the witch put his kettle on, to cook the wizardry.",5.0,fairytales,0.0,-0.3612,dk
"""Cleanliness is a good thing!""",5.666666666666667,fairytales,0.8910130262374878,0.4926,dk
"she said, scolding the kettle with the snogs, which she tied in the knot;Now she scratched herself in the chest and let her black blood drip down there, the steam made the most wonderful figures, so one had to be anxious and scared.",3.0,fairytales,-0.5959859490394592,0.2716,dk
"Every moment the witch came new things in the kettle, and when it was quite cooked, it was as when the crocodile is crying.",3.666666666666667,fairytales,0.0,-0.4019,dk
